N0,state,date,D0,D1,D2,D3,D4,W0,W1,W2,W3,W4,-9
5.1,new-hampshire,d_19820301,0,0,0,0,0,95,72.3,32.9,10.5,0.6,0
4.3,new-jersey,d_19820301,95.7,48.7,9.6,1.6,0,0,0,0,0,0,0
52.9,new-mexico,d_19820301,3.5,0.9,0.2,0,0,43.5,24,9.3,3.1,0,0
29.7,new-york,d_19820301,15.5,6.2,0,0,0,54.8,38.5,5.2,0.7,0,0
52.8,north-carolina,d_19820301,17.2,7.9,1,0.1,0,30,15.5,0.9,0,0,0
26.9,north-dakota,d_19820301,0.2,0,0,0,0,72.8,54.8,23,11.9,4.4,0
45.4,ohio,d_19820301,26,15.9,1.5,0.1,0,28.5,15.8,3.1,0.5,0,0
41.6,oklahoma,d_19820301,1.6,0,0,0,0,56.8,28.8,7.5,5,3,0
0.4,oregon,d_19820301,0,0,0,0,0,99.6,93.7,67.3,43,13.2,0
94.8,rhode-island,d_19820301,5.2,0,0,0,0,0,0,0,0,0,0
61.6,south-carolina,d_19820301,13.2,1.9,0,0,0,25.2,8.3,0,0,0,0
31.4,south-dakota,d_19820301,1.1,0.1,0,0,0,67.5,56.5,28,11.2,2.4,0
72.6,tennessee,d_19820301,13.2,5.2,0,0,0,14.2,1.6,0,0,0,0
50.5,texas,d_19820301,14.3,5.1,0,0,0,35.2,21.8,6.5,2.2,0.6,0
23.7,utah,d_19820301,0.6,0,0,0,0,75.7,54.8,19.1,6.9,0.4,0
10.4,vermont,d_19820301,0,0,0,0,0,89.6,81.5,38.7,14.7,0.3,0
74.9,virginia,d_19820301,8.7,0.8,0,0,0,16.3,4.6,0,0,0,0
25.1,washington,d_19820301,0.2,0,0,0,0,74.6,54,6.9,1.3,0,0
58,west-virginia,d_19820301,37.4,24.6,1.3,0.3,0,4.6,0.1,0,0,0,0
41.4,wisconsin,d_19820301,30.5,18.2,8.7,6.4,2.2,28.1,16.1,1.3,0,0,0
54.7,wyoming,d_19820301,16,9.2,2.9,0.8,0,29.3,14.2,2.8,0,0,0
61.5,alabama,d_19820401,7.9,0,0,0,0,30.5,12.9,0.7,0,0,0
55.7,arizona,d_19820401,13.3,5.9,2.1,0.3,0,30.9,18.6,2.9,0,0,0
26,arkansas,d_19820401,74,45.3,14.2,3.3,0,0,0,0,0,0,0
31.2,california,d_19820401,1,0,0,0,0,67.7,56.2,38.3,23.5,4.6,0
36.4,colorado,d_19820401,39.8,32.3,18.6,14.8,8.3,23.8,11.8,1.2,0.4,0,0
93.5,connecticut,d_19820401,5.3,0,0,0,0,1.2,0,0,0,0,0
83.6,delaware,d_19820401,16.4,0,0,0,0,0,0,0,0,0,0
0,district-of-columbia,d_19820401,100,9.6,0,0,0,0,0,0,0,0,0
50.1,florida,d_19820401,1.9,0,0,0,0,47.8,28.7,8.6,2.7,0,0
78,georgia,d_19820401,0.1,0,0,0,0,21.9,6.7,0.9,0,0,0
3.4,idaho,d_19820401,0,0,0,0,0,96.5,83.5,42.4,20.2,0.2,0
47.7,illinois,d_19820401,6.3,1.7,0,0,0,46,25.6,2.6,0.9,0,0
79.2,indiana,d_19820401,0.9,0,0,0,0,20,8.2,1.3,0.1,0,0
44.3,iowa,d_19820401,15.7,6.8,0.1,0,0,40,19,7,3.4,0.2,0
66.3,kansas,d_19820401,19,9.5,2.1,0.7,0,14.8,2.8,0,0,0,0
55.4,kentucky,d_19820401,44.1,27,6.6,0.2,0,0.5,0,0,0,0,0
17.3,louisiana,d_19820401,82.7,54.9,7.4,0.1,0,0,0,0,0,0,0
10.9,maine,d_19820401,0,0,0,0,0,89.2,75,57.8,45.8,20.3,0
34.8,maryland,d_19820401,65.3,33.7,1.3,0,0,0,0,0,0,0,0
82.7,massachusetts,d_19820401,1.4,0,0,0,0,15.8,1,0,0,0,0
43.4,michigan,d_19820401,16,9.3,1.2,0,0,40.6,27.3,8.8,2.5,0.3,0
49.3,minnesota,d_19820401,5.6,1.6,0.2,0,0,45.1,25.5,4.8,0.7,0.1,0
48.7,mississippi,d_19820401,50.6,20.4,1.4,0,0,0.8,0,0,0,0,0
65.9,missouri,d_19820401,30.9,12.3,3.1,1,0,3.4,0.3,0,0,0,0
60,montana,d_19820401,13.1,4.4,0.6,0.3,0,26.8,15.9,4.7,0.9,0,0
43.9,nebraska,d_19820401,25.5,16.4,7.9,3.4,0.6,30.6,20.6,3.3,0.9,0.1,0
62.4,nevada,d_19820401,4.1,1.8,0,0,0,33.5,22.8,10.5,4.1,0.8,0
23.8,new-hampshire,d_19820401,0,0,0,0,0,76.1,47.7,13.6,3.8,0,0
65,new-jersey,d_19820401,35,9.7,0,0,0,0,0,0,0,0,0
70.6,new-mexico,d_19820401,7.3,1.1,0.1,0,0,22.1,13.3,4.1,1.2,0,0
42.7,new-york,d_19820401,16.1,2.9,0,0,0,41.1,24.2,1.7,0,0,0
61.3,north-carolina,d_19820401,10.9,4.1,0,0,0,27.8,8.3,1.1,0.2,0,0
54.9,north-dakota,d_19820401,1.3,0.4,0,0,0,43.7,27.7,11,7.1,0,0
36.2,ohio,d_19820401,44.5,32.4,12.3,2,0.4,19.4,13.5,3.1,0.6,0,0
64.1,oklahoma,d_19820401,10.7,2,0,0,0,25.1,12.3,4.5,2.9,0.7,0
1.4,oregon,d_19820401,0,0,0,0,0,98.6,92.2,66.2,44.3,15.1,0
100,rhode-island,d_19820401,0,0,0,0,0,0,0,0,0,0,0
71.3,south-carolina,d_19820401,1.6,0,0,0,0,27.1,8.3,1,0,0,0
52.3,south-dakota,d_19820401,25.9,15.8,2.3,0.4,0,21.9,13.9,4.2,1,0,0
79.6,tennessee,d_19820401,9.4,0.8,0,0,0,11,0.6,0,0,0,0
58.1,texas,d_19820401,12.7,3.3,0,0,0,29.1,15.7,3.6,1.8,0.6,0
37,utah,d_19820401,4.1,1.4,0,0,0,59,42.1,14.5,5.7,0.6,0
12.1,vermont,d_19820401,0,0,0,0,0,87.9,74.2,36.4,8.8,0,0
81.1,virginia,d_19820401,11.9,1.4,0,0,0,6.9,1.6,0,0,0,0
25.7,washington,d_19820401,0,0,0,0,0,74.3,54.3,10.7,1.3,0.1,0
40.7,west-virginia,d_19820401,55.9,40.6,15.4,2.2,0,3.4,0,0,0,0,0
58.6,wisconsin,d_19820401,12.5,7,1,0,0,29,14.3,0.5,0,0,0
29,wyoming,d_19820401,53.1,40.9,24.4,15.5,4.7,17.8,13.1,6.3,2.5,0,0
74.3,alabama,d_19820501,12.2,1.5,0,0,0,13.5,0.5,0,0,0,0
50.7,arizona,d_19820501,2,0,0,0,0,47.3,28.3,2.5,0.1,0,0
21.5,arkansas,d_19820501,78.5,53.6,18.9,1.1,0,0,0,0,0,0,0
31.3,california,d_19820501,0.3,0,0,0,0,68.3,54.4,33.4,18.3,2.2,0
39.8,colorado,d_19820501,35.5,22.1,6,2,0.7,24.7,14.6,2,0.6,0,0
91,connecticut,d_19820501,0,0,0,0,0,9,1.5,0,0,0,0
71.4,delaware,d_19820501,28.6,10.2,0,0,0,0,0,0,0,0,0
0.4,district-of-columbia,d_19820501,99.6,4.7,0,0,0,0,0,0,0,0,0
64.3,florida,d_19820501,4.3,0.1,0,0,0,31.4,21.5,7.9,1.6,0,0
83.1,georgia,d_19820501,0.8,0,0,0,0,16.1,5.4,0,0,0,0
5.3,idaho,d_19820501,0,0,0,0,0,94.8,78.1,39.7,15.8,1.1,0
85.3,illinois,d_19820501,6.5,0.8,0.1,0,0,8.1,0.7,0,0,0,0
82.2,indiana,d_19820501,0,0,0,0,0,17.8,5.5,0.3,0,0,0
36.1,iowa,d_19820501,0,0,0,0,0,63.8,43,3,0,0,0
35.6,kansas,d_19820501,1.6,1,0,0,0,62.8,44.6,10.7,1.2,0,0
63.2,kentucky,d_19820501,36.5,15.1,0.2,0,0,0.2,0,0,0,0,0
17.3,louisiana,d_19820501,82.7,55.9,8.2,0,0,0,0,0,0,0,0
40.9,maine,d_19820501,0.5,0,0,0,0,58.6,39.6,11.2,1.8,0,0
47.3,maryland,d_19820501,52.8,21.5,0.1,0,0,0,0,0,0,0,0
64.2,massachusetts,d_19820501,0,0,0,0,0,35.8,10.7,0,0,0,0
37.3,michigan,d_19820501,29.4,18.7,4.5,1,0,33.3,16.8,3.7,0.7,0.1,0
43.3,minnesota,d_19820501,4.6,1.2,0,0,0,52,31.8,7.8,1,0,0
42.1,mississippi,d_19820501,57.9,22.2,2.4,0.1,0,0,0,0,0,0,0
62.2,missouri,d_19820501,14.8,5.4,0.9,0,0,23,12.8,0.3,0,0,0
29.3,montana,d_19820501,3.5,1.5,0.4,0.2,0,67.3,48.1,23,11.5,1.9,0
27.6,nebraska,d_19820501,14.1,9.3,3.8,2,0.6,58.2,43.9,13.7,0.8,0,0
58.7,nevada,d_19820501,5.5,2.5,0,0,0,35.8,23.4,7.2,2.1,0.3,0
57.2,new-hampshire,d_19820501,0,0,0,0,0,42.8,11.5,0.1,0,0,0
86.5,new-jersey,d_19820501,13.5,0,0,0,0,0,0,0,0,0,0
70.5,new-mexico,d_19820501,20.5,8.3,0,0,0,9.1,2.3,0,0,0,0
69,new-york,d_19820501,6.3,1.2,0,0,0,24.7,12.1,0.4,0,0,0
61.5,north-carolina,d_19820501,20.8,12.1,0.8,0,0,17.7,4.4,0.3,0,0,0
39.2,north-dakota,d_19820501,1.4,0.5,0,0,0,59.3,34.7,14.2,7.3,1.8,0
42.2,ohio,d_19820501,32,9.6,1,0.3,0,25.8,18.9,3.1,0,0,0
29.7,oklahoma,d_19820501,0.4,0,0,0,0,69.9,59.2,36.3,23.1,7.6,0
4.8,oregon,d_19820501,0,0,0,0,0,95.4,86.8,54.9,30.2,7.8,0
74.8,rhode-island,d_19820501,0,0,0,0,0,25.2,0.7,0,0,0,0
79.3,south-carolina,d_19820501,4.9,0,0,0,0,15.8,6.5,2,0,0,0
25.2,south-dakota,d_19820501,3,0.7,0,0,0,71.9,56.4,29,20.5,5.7,0
76.4,tennessee,d_19820501,14.8,3.8,0.1,0,0,8.8,2.3,0,0,0,0
58.2,texas,d_19820501,6.9,1.4,0,0,0,34.9,20,8.3,5.5,3.8,0
37.1,utah,d_19820501,2.1,0.4,0,0,0,60.8,45.1,15.8,5.3,0.8,0
50.7,vermont,d_19820501,0,0,0,0,0,49.3,21.6,0,0,0,0
84.5,virginia,d_19820501,8,0.3,0,0,0,7.6,2.1,0.1,0,0,0
30.4,washington,d_19820501,0,0,0,0,0,69.6,45.7,5.9,0.7,0,0
54,west-virginia,d_19820501,32.4,17,0.1,0,0,13.6,3.3,0,0,0,0
71.7,wisconsin,d_19820501,13.9,6.2,0.1,0,0,14.3,2.5,0,0,0,0
34.1,wyoming,d_19820501,41.5,31.5,14.8,7.7,2.8,24.5,16.5,6.8,2.7,0,0
63,alabama,d_19820601,1.6,0,0,0,0,35.5,13.2,0.1,0,0,0
52.2,arizona,d_19820601,5.1,0.9,0,0,0,42.8,22,0.6,0,0,0
72.3,arkansas,d_19820601,27.6,13.8,0,0,0,0.1,0,0,0,0,0
31.4,california,d_19820601,0.1,0,0,0,0,68.4,56.1,35.9,20.4,2.7,0
58.4,colorado,d_19820601,9.5,3.9,0,0,0,32.2,18.7,2.6,1.3,0.2,0
0,connecticut,d_19820601,0,0,0,0,0,100,97.9,74.4,62.8,2.8,0
75.3,delaware,d_19820601,23.6,0,0,0,0,1.1,0,0,0,0,0
100,district-of-columbia,d_19820601,0,0,0,0,0,0,0,0,0,0,0
28.2,florida,d_19820601,0,0,0,0,0,71.9,48.9,24.7,16.6,6.9,0
60.8,georgia,d_19820601,0,0,0,0,0,39.2,10.8,0.7,0,0,0
7.2,idaho,d_19820601,0,0,0,0,0,92.8,79.2,43.2,22.1,3.4,0
80.5,illinois,d_19820601,9.3,2.7,0,0,0,10.2,1.1,0,0,0,0
74.2,indiana,d_19820601,3.7,0.1,0,0,0,22.2,3.8,0,0,0,0
43.9,iowa,d_19820601,0.5,0,0,0,0,55.6,35.8,7.3,0.8,0,0
20.6,kansas,d_19820601,1.5,0.2,0,0,0,77.9,59.2,20,0.5,0,0
71,kentucky,d_19820601,29,9,0.9,0,0,0,0,0,0,0,0
32.3,louisiana,d_19820601,67.6,33.4,1.9,0,0,0,0,0,0,0,0
57,maine,d_19820601,0.6,0,0,0,0,42.4,14.8,0,0,0,0
93.5,maryland,d_19820601,6.4,0,0,0,0,0,0,0,0,0,0
2,massachusetts,d_19820601,0,0,0,0,0,97.9,90.3,65.9,46.9,2,0
59.8,michigan,d_19820601,27.8,11.6,0.4,0,0,12.4,4.9,0.3,0,0,0
60.3,minnesota,d_19820601,9.8,3.4,0,0,0,30,12.8,0.3,0,0,0
49.8,mississippi,d_19820601,50.3,19.2,0,0,0,0,0,0,0,0,0
53.1,missouri,d_19820601,3.5,1.5,0,0,0,43.4,27.5,6.9,0.9,0,0
19.3,montana,d_19820601,0.5,0.2,0,0,0,80.3,65.1,26.4,9.9,0.9,0
28.7,nebraska,d_19820601,0.8,0.1,0,0,0,70.5,49.6,17.4,3.6,0,0
50.5,nevada,d_19820601,3,0.1,0,0,0,46.5,31,9.8,3.3,0.3,0
22.8,new-hampshire,d_19820601,0,0,0,0,0,77.2,48.8,14.9,3.1,0,0
80.9,new-jersey,d_19820601,2.5,0,0,0,0,16.6,1.1,0,0,0,0
59.4,new-mexico,d_19820601,36.3,17.6,1.9,0.1,0,4.3,0.1,0,0,0,0
60.2,new-york,d_19820601,6.3,1.4,0,0,0,33.4,9,0.4,0,0,0
51.2,north-carolina,d_19820601,1.4,0,0,0,0,47.3,27.4,7,2,0.3,0
47.7,north-dakota,d_19820601,6.4,2.6,0,0,0,45.9,27,9.8,6.4,0.6,0
52.8,ohio,d_19820601,30.3,15.7,2.7,0.4,0,17,5.4,0,0,0,0
17.3,oklahoma,d_19820601,0,0,0,0,0,82.7,73.1,50.8,26.1,10.8,0
3.7,oregon,d_19820601,0,0,0,0,0,96.3,86.5,60.5,36.3,12.1,0
0,rhode-island,d_19820601,0,0,0,0,0,100,100,98.5,90.3,1.8,0
22.9,south-carolina,d_19820601,0,0,0,0,0,77,47.6,8.7,1.8,0,0
28.6,south-dakota,d_19820601,5.7,2.5,0,0,0,65.6,56.9,30.2,10.1,0.2,0
80.1,tennessee,d_19820601,16.5,1.2,0,0,0,3.3,0,0,0,0,0
50.1,texas,d_19820601,3.9,0.3,0,0,0,45.9,32.4,19.3,13.4,6.9,0
45,utah,d_19820601,6.1,1.6,0,0,0,49.1,33.9,10.4,4.1,0.7,0
27.3,vermont,d_19820601,0,0,0,0,0,72.7,22.8,0.2,0,0,0
78.2,virginia,d_19820601,0.1,0,0,0,0,21.7,7,0.9,0.1,0,0
36.4,washington,d_19820601,0,0,0,0,0,63.6,37.5,3.9,1.2,0.3,0
62.7,west-virginia,d_19820601,22.7,11.4,2.4,0.9,0,14.4,4.7,0.6,0,0,0
75.1,wisconsin,d_19820601,20,5.7,0.2,0,0,4.9,2.2,0,0,0,0
44.7,wyoming,d_19820601,16.5,9,1.2,0,0,38.8,26.3,8.2,3.8,0.7,0
61,alabama,d_19820701,0.3,0,0,0,0,38.7,9.3,0,0,0,0
61.4,arizona,d_19820701,7.6,4,1.7,0.3,0,31,10.8,0,0,0,0
34.3,arkansas,d_19820701,65.7,37.7,15.8,5.8,0,0,0,0,0,0,0
29.8,california,d_19820701,0,0,0,0,0,70.2,52.5,28.4,14.5,1,0
56.9,colorado,d_19820701,16.2,8.6,2,0.5,0,27,14.2,2,0.6,0,0
8.2,connecticut,d_19820701,0,0,0,0,0,91.9,74.6,45.1,2.5,0,0
93.8,delaware,d_19820701,6.2,0,0,0,0,0,0,0,0,0,0
100,district-of-columbia,d_19820701,0,0,0,0,0,0,0,0,0,0,0
9.9,florida,d_19820701,0,0,0,0,0,90,75.6,42.9,30.2,13.8,0
53.1,georgia,d_19820701,0,0,0,0,0,46.9,19.3,0.8,0,0,0
2.8,idaho,d_19820701,0,0,0,0,0,97.2,89.5,50.5,27.5,3.4,0
56.5,illinois,d_19820701,0.9,0.3,0,0,0,42.7,24.7,6.5,2.3,0,0
77.9,indiana,d_19820701,1.7,0,0,0,0,20.5,5.3,0,0,0,0
27.8,iowa,d_19820701,0.6,0,0,0,0,71.6,59.2,25.8,9.1,3.3,0
22.9,kansas,d_19820701,0.1,0,0,0,0,77.1,56.4,14.6,3.4,0.1,0
59.4,kentucky,d_19820701,40.6,11.8,0.1,0,0,0,0,0,0,0,0
27.5,louisiana,d_19820701,72.5,51.2,9.3,4.1,0.8,0,0,0,0,0,0
45,maine,d_19820701,46,30,1.7,0.8,0,9,5.5,0,0,0,0
84.4,maryland,d_19820701,14.6,2.3,0,0,0,0.9,0,0,0,0,0
10.1,massachusetts,d_19820701,0,0,0,0,0,90,74.5,49.3,30.1,0.3,0
52.3,michigan,d_19820701,29.6,22,6.7,1.1,0,18.2,6.3,0.2,0,0,0
58.4,minnesota,d_19820701,19.5,9,1.1,0,0,22,6.3,0.1,0,0,0
53.5,mississippi,d_19820701,45.5,20.2,0,0,0,1,0,0,0,0,0
49.1,missouri,d_19820701,18.4,7.3,0,0,0,32.5,23.7,6.4,2.4,0.6,0
26.7,montana,d_19820701,0.3,0,0,0,0,73,52.5,19.7,6.6,0.8,0
29.9,nebraska,d_19820701,3.9,0.4,0,0,0,66.2,47.9,18.9,6.8,0.8,0
52.1,nevada,d_19820701,4.8,1,0.1,0,0,43.2,27.7,9.3,3.4,0.4,0
49.2,new-hampshire,d_19820701,19,4.6,0,0,0,31.7,20.6,3.3,0.1,0,0
97.7,new-jersey,d_19820701,1.8,0,0,0,0,0.5,0,0,0,0,0
48.1,new-mexico,d_19820701,44.1,26.5,7.9,2.5,0,7.8,2.5,0.1,0,0,0
48.3,new-york,d_19820701,49.3,29.7,4.9,0.5,0,2.3,1.1,0,0,0,0
47,north-carolina,d_19820701,3,0.5,0,0,0,49.9,18.8,1.8,0.4,0,0
37.7,north-dakota,d_19820701,13.2,8.7,2.8,1.2,0,49.1,32.5,13.6,7.9,2,0
49.8,ohio,d_19820701,48.6,24.4,2.8,0.5,0,1.6,0,0,0,0,0
30.6,oklahoma,d_19820701,1.8,0,0,0,0,67.6,54.6,25.1,10.7,0.9,0
1.7,oregon,d_19820701,0,0,0,0,0,98.2,87.1,61.5,36.1,13.1,0
0,rhode-island,d_19820701,0,0,0,0,0,100,100,95.3,47.8,0,0
21.7,south-carolina,d_19820701,0,0,0,0,0,78.3,54,10.3,0,0,0
24.4,south-dakota,d_19820701,7.1,4.1,0.4,0,0,68.5,53.7,31.5,14.8,1.2,0
69.8,tennessee,d_19820701,24.3,8.4,0,0,0,5.8,1.6,0,0,0,0
38,texas,d_19820701,34.6,17.4,2.3,0.3,0,27.3,18.6,5.1,1,0,0
46.3,utah,d_19820701,29.4,13.7,3,1,0,24.2,13.7,3.8,1.6,0.2,0
80.6,vermont,d_19820701,16.3,2.2,0,0,0,3.1,0.5,0,0,0,0
76.4,virginia,d_19820701,0.8,0,0,0,0,22.8,5.3,0.1,0,0,0
40,washington,d_19820701,0,0,0,0,0,60,32.5,2.9,0.7,0,0
59.5,west-virginia,d_19820701,29,16.3,4.1,1.6,0.1,11.5,3.2,0,0,0,0
67.5,wisconsin,d_19820701,14.6,4,0,0,0,17.9,7.1,1.1,0.2,0,0
45.4,wyoming,d_19820701,10.8,3.7,0.2,0,0,43.7,30.8,14.5,5.1,0.2,0
40.4,alabama,d_19820801,0,0,0,0,0,59.6,22,0,0,0,0
45.4,arizona,d_19820801,8.3,4.6,1.6,0,0,46.2,21.9,5.1,2.1,0.1,0
59.6,arkansas,d_19820801,39.6,19.5,3.1,0.5,0,0.8,0,0,0,0,0
43.9,california,d_19820801,0.2,0,0,0,0,56,34.4,11.4,1.3,0,0
57.3,colorado,d_19820801,8.2,4,0,0,0,34.5,18.3,3,0.6,0,0
6,connecticut,d_19820801,0,0,0,0,0,94.1,84.2,56.8,19.6,0,0
95.1,delaware,d_19820801,4.9,0,0,0,0,0,0,0,0,0,0
100,district-of-columbia,d_19820801,0,0,0,0,0,0,0,0,0,0,0
18,florida,d_19820801,1,0.1,0,0,0,80.9,65.8,36.2,21.4,8,0
47.4,georgia,d_19820801,3.4,0.4,0,0,0,49.2,20.8,2.6,0,0,0
4.2,idaho,d_19820801,0.1,0,0,0,0,95.8,85,39.3,14.7,1.3,0
46.4,illinois,d_19820801,0,0,0,0,0,53.5,27.8,5.8,1.8,0,0
48.5,indiana,d_19820801,1.3,0,0,0,0,50.2,25.8,2.9,0,0,0
24.7,iowa,d_19820801,0.1,0,0,0,0,75.2,58.6,24.2,12.5,5.6,0
48.9,kansas,d_19820801,7,2.2,0,0,0,44.1,23.7,4.2,0.6,0,0
78.4,kentucky,d_19820801,5.5,0.9,0,0,0,16.2,2.2,0,0,0,0
50.3,louisiana,d_19820801,49.7,23.6,5.1,2.8,0,0,0,0,0,0,0
58.6,maine,d_19820801,23.8,5.8,0.3,0,0,17.6,8.9,2.4,0,0,0
86.2,maryland,d_19820801,11.9,0.6,0,0,0,1.8,0.5,0,0,0,0
11.2,massachusetts,d_19820801,0,0,0,0,0,88.7,74.2,48.4,22,0,0
53.5,michigan,d_19820801,21,7.8,0.1,0,0,25.5,14.7,3.9,1.2,0,0
64.7,minnesota,d_19820801,18.2,7.2,0.2,0,0,17.1,4.7,0,0,0,0
85.7,mississippi,d_19820801,7,1.1,0,0,0,7.3,1.1,0,0,0,0
36.3,missouri,d_19820801,2.6,0.4,0,0,0,61.1,43,23.6,14.4,3.6,0
27.2,montana,d_19820801,0.2,0,0,0,0,72.6,50.2,20.4,9.2,2.1,0
36.6,nebraska,d_19820801,2.8,0.1,0,0,0,60.5,42.6,17.4,8,0.5,0
54.4,nevada,d_19820801,2.6,0.1,0,0,0,43,21.1,6.5,2.4,0,0
52.8,new-hampshire,d_19820801,9.3,1.1,0,0,0,37.9,21,4.2,0.1,0,0
91.1,new-jersey,d_19820801,7.4,0,0,0,0,1.4,0,0,0,0,0
39.1,new-mexico,d_19820801,40.4,26.4,8.3,3.2,1.3,20.5,10.6,0.1,0,0,0
51,new-york,d_19820801,43.8,21.3,3.3,0,0,5.2,1.4,0,0,0,0
48.7,north-carolina,d_19820801,0,0,0,0,0,51.2,22.7,1.8,0.5,0,0
33.4,north-dakota,d_19820801,19.8,13.5,7.9,1.6,0.3,46.6,31.5,13.1,6.9,2.1,0
58,ohio,d_19820801,37.8,22.1,2.2,0.1,0,4.3,0.1,0,0,0,0
39.3,oklahoma,d_19820801,7.6,1.8,0,0,0,53,30.3,4.3,0.4,0,0
8.1,oregon,d_19820801,0,0,0,0,0,91.9,86.2,48.5,21.7,2.7,0
0,rhode-island,d_19820801,0,0,0,0,0,99.9,99.9,95.3,35.2,0,0
27.1,south-carolina,d_19820801,0,0,0,0,0,73,52.2,10.8,0.4,0,0
24.1,south-dakota,d_19820801,10.4,7.9,3.4,0.7,0,65.5,55.4,34.8,20.5,4.3,0
72.8,tennessee,d_19820801,10,1.9,0,0,0,17.1,7.4,1.7,0.6,0,0
40.9,texas,d_19820801,37,20.7,3.2,0.6,0,22,13.6,3.5,0.2,0,0
57.8,utah,d_19820801,13.1,3.4,0,0,0,29,16.7,4.1,1.7,0.2,0
79.8,vermont,d_19820801,12.9,0.8,0,0,0,7.2,1.2,0,0,0,0
43.4,virginia,d_19820801,0,0,0,0,0,56.5,26.4,2.4,0.8,0,0
23.9,washington,d_19820801,0.6,0,0,0,0,75.5,53.3,14.6,3.5,0.2,0
56.8,west-virginia,d_19820801,18.9,9.5,3,0.4,0,24.2,7.7,0.2,0,0,0
65.9,wisconsin,d_19820801,4.9,1.4,0,0,0,29.1,8.7,0.5,0,0,0
45.2,wyoming,d_19820801,7.8,2.3,0.3,0.1,0,47,34.3,16.3,7.9,1.2,0
79.7,alabama,d_19820901,1.9,0,0,0,0,18.4,3.9,0,0,0,0
14.5,arizona,d_19820901,3.4,1.4,0,0,0,82.2,60,20,10.4,3,0
67.3,arkansas,d_19820901,30.3,12.7,0.7,0,0,2.3,0.5,0,0,0,0
26.2,california,d_19820901,0,0,0,0,0,73.9,49.7,18.6,5.8,0.6,0
39.5,colorado,d_19820901,1.4,0.3,0,0,0,59.2,35.4,7.1,1.8,0,0
20.5,connecticut,d_19820901,0,0,0,0,0,79.6,61,1,0,0,0
28.9,delaware,d_19820901,71.2,2.6,0,0,0,0,0,0,0,0,0
100,district-of-columbia,d_19820901,0,0,0,0,0,0,0,0,0,0,0
20.7,florida,d_19820901,1.7,0.5,0,0,0,77.7,64.5,36.9,22.3,9.3,0
63.4,georgia,d_19820901,12.8,4.6,0,0,0,23.8,10.4,0.7,0,0,0
7.8,idaho,d_19820901,0,0,0,0,0,92.2,81.6,46.5,26.1,5.8,0
51.8,illinois,d_19820901,0.1,0,0,0,0,48.1,23.9,3.4,1,0,0
61,indiana,d_19820901,4.4,0.3,0,0,0,34.6,18.7,1.6,0,0,0
29.8,iowa,d_19820901,0.4,0,0,0,0,69.9,50.3,20.8,9.1,3.2,0
57.8,kansas,d_19820901,8.8,2.9,0,0,0,33.4,17.5,2.5,0.2,0,0
58.5,kentucky,d_19820901,2.6,0.9,0,0,0,38.8,18.2,1.7,0.1,0,0
74.4,louisiana,d_19820901,25.5,10.9,2.3,0,0,0.1,0,0,0,0,0
48.3,maine,d_19820901,49.6,18.6,0.8,0,0,2.1,0,0,0,0,0
85.2,maryland,d_19820901,14.7,0,0,0,0,0.1,0,0,0,0,0
33.3,massachusetts,d_19820901,0.2,0,0,0,0,66.5,40.6,0,0,0,0
60.8,michigan,d_19820901,11.2,2.5,0,0,0,28.1,20,3.8,1.2,0,0
58.5,minnesota,d_19820901,17.2,6.8,0.3,0,0,24.4,5.6,0,0,0,0
77.3,mississippi,d_19820901,13.1,2.7,0,0,0,9.6,3.6,0,0,0,0
35.9,missouri,d_19820901,5,1,0,0,0,59,44.6,14.8,3.7,0.1,0
13.9,montana,d_19820901,0,0,0,0,0,86,62.3,30.2,16.1,2.8,0
43.6,nebraska,d_19820901,5.2,0.6,0,0,0,51.2,38,13.6,4.6,0,0
22.4,nevada,d_19820901,0.2,0,0,0,0,77.3,62,31.2,13,1.8,0
59.1,new-hampshire,d_19820901,32.5,16.6,0.7,0,0,8.3,1.2,0,0,0,0
63.5,new-jersey,d_19820901,36.5,13.1,0,0,0,0,0,0,0,0,0
53.2,new-mexico,d_19820901,14.1,4.1,1,0.5,0.1,32.8,22.1,5.1,0.2,0,0
55.5,new-york,d_19820901,43.2,18.8,2.6,0.3,0,1.4,0.3,0,0,0,0
77.3,north-carolina,d_19820901,3.5,0.3,0,0,0,19.2,3.8,0.1,0,0,0
32.9,north-dakota,d_19820901,23.4,18.5,10.3,4.3,0,43.9,30.3,9.8,4.3,0.3,0
56.6,ohio,d_19820901,42.9,21.9,0.7,0,0,0.5,0,0,0,0,0
46.2,oklahoma,d_19820901,10.6,4.1,0,0,0,43.1,17.8,1.2,0,0,0
22.8,oregon,d_19820901,0.3,0,0,0,0,76.9,55.4,18.4,7.1,1,0
0,rhode-island,d_19820901,0,0,0,0,0,100,94.3,0,0,0,0
51.7,south-carolina,d_19820901,9.1,3.2,0.3,0,0,39.2,12.3,0.4,0,0,0
24,south-dakota,d_19820901,12.3,8,3.6,0.8,0,63.7,54.7,34.8,21,3.9,0
65.2,tennessee,d_19820901,4,0.3,0,0,0,30.8,15.8,4,1.8,0.2,0
41.2,texas,d_19820901,40.4,20.9,2.5,0.2,0,18.4,10.5,1,0,0,0
14.7,utah,d_19820901,1.7,0,0,0,0,83.6,67.6,40.9,24.1,5.2,0
49,vermont,d_19820901,51,21.8,0.2,0,0,0,0,0,0,0,0
71.7,virginia,d_19820901,0,0,0,0,0,28.2,9.5,2.4,1.2,0,0
