N0,state,date,D0,D1,D2,D3,D4,W0,W1,W2,W3,W4,-9
25.8,minnesota,d_19890101,53,44.7,25.2,15.8,7,21.3,15.4,7.5,3.4,0.4,0
79,mississippi,d_19890101,0.4,0,0,0,0,20.6,6.6,0.1,0,0,0
37.1,missouri,d_19890101,52.4,43.2,31,24.8,16.1,10.6,5.1,0.1,0,0,0
20.3,montana,d_19890101,79.5,55,25.2,16.7,7.1,0.1,0,0,0,0,0
45.9,nebraska,d_19890101,33.2,21.2,8.6,3.4,1.2,20.9,6,0,0,0,0
44.4,nevada,d_19890101,53.8,26,2.4,0.5,0,1.8,0,0,0,0,0
48.2,new-hampshire,d_19890101,47.6,30.1,3.5,0,0,4.3,0.1,0,0,0,0
45.9,new-jersey,d_19890101,54,41.6,4.2,0,0,0,0,0,0,0,0
34.5,new-mexico,d_19890101,3.4,2.1,0.9,0.4,0,62.1,37,11.7,3.7,0.3,0
31.8,new-york,d_19890101,67.9,42.3,8.3,1,0,0.2,0,0,0,0,0
11.6,north-carolina,d_19890101,88.4,70.2,27.7,15.3,1.6,0,0,0,0,0,0
13.3,north-dakota,d_19890101,86.7,76.9,48.3,31.8,16.1,0,0,0,0,0,0
22.2,ohio,d_19890101,77.8,53.9,11.9,2.9,0,0,0,0,0,0,0
20.7,oklahoma,d_19890101,76.8,49.9,14.1,5.9,1,2.5,1.9,0,0,0,0
74.3,oregon,d_19890101,24.3,5.1,0.1,0,0,1.4,0.1,0,0,0,0
21.5,rhode-island,d_19890101,78.5,49.9,7.1,0,0,0,0,0,0,0,0
9.6,south-carolina,d_19890101,90.4,70.5,30.3,12.1,1.9,0,0,0,0,0,0
38,south-dakota,d_19890101,61,45.2,15.2,6.6,1.7,1,0.1,0,0,0,0
52.5,tennessee,d_19890101,14.2,5.6,1.6,0.4,0,33.4,23.9,7.6,1.4,0,0
48.9,texas,d_19890101,41.3,21.8,5.1,2.2,0.3,9.9,2.9,0.1,0,0,0
30.9,utah,d_19890101,69,51,22.1,7.1,2.1,0,0,0,0,0,0
15.6,vermont,d_19890101,84.3,61.9,8.8,0.2,0,0,0,0,0,0,0
14.4,virginia,d_19890101,85.6,58.1,9,2.7,0.5,0,0,0,0,0,0
56.3,washington,d_19890101,40,29.2,9.3,2.5,0.1,3.7,0.7,0,0,0,0
14.2,west-virginia,d_19890101,85.8,59.5,19.8,7.1,0.2,0,0,0,0,0,0
22.1,wisconsin,d_19890101,77.8,58.2,26.1,10.9,2.8,0.1,0,0,0,0,0
6,wyoming,d_19890101,93.9,84.5,62.8,48.3,28.6,0.1,0,0,0,0,0
46,alabama,d_19890201,20.1,12.5,4.8,2.6,0.5,34.1,26.2,3.3,0,0,0
73.5,arizona,d_19890201,13,3.3,0.1,0,0,13.5,6.9,1.7,0,0,0
9.9,arkansas,d_19890201,0,0,0,0,0,90.1,76.8,41.3,15.8,1.3,0
29.8,california,d_19890201,69.9,43.6,7.6,1.8,0,0.3,0,0,0,0,0
55.9,colorado,d_19890201,31.3,17.2,5.8,1.9,0.2,12.9,6.6,1.5,0.4,0,0
34.8,connecticut,d_19890201,65.1,10.1,0,0,0,0,0,0,0,0,0
6,delaware,d_19890201,94,58.5,23.6,0,0,0,0,0,0,0,0
0,district-of-columbia,d_19890201,100,100,0,0,0,0,0,0,0,0,0
36.2,florida,d_19890201,56.6,44.3,25.4,16,6.2,7.2,4,1.5,0,0,0
10.9,georgia,d_19890201,89.1,77.5,47.5,23.2,3.1,0,0,0,0,0,0
25.6,idaho,d_19890201,74.3,47.5,18.1,8.2,2.1,0.1,0,0,0,0,0
17.5,illinois,d_19890201,72.6,61.5,41.2,22.2,4,10,7.9,2.4,0.7,0,0
35.1,indiana,d_19890201,50.6,29.2,0.4,0,0,14.3,9.6,1.4,0.4,0,0
14,iowa,d_19890201,83.5,79.8,52.5,28.2,6.4,2.5,0.2,0,0,0,0
8.5,kansas,d_19890201,91,82.2,57.2,37.5,14,0.4,0,0,0,0,0
16.7,kentucky,d_19890201,0,0,0,0,0,83.3,70.1,48.3,38.1,16.9,0
57.2,louisiana,d_19890201,17.7,9.2,1,0,0,25.1,7.4,0,0,0,0
65.3,maine,d_19890201,34.4,13.7,0,0,0,0.3,0,0,0,0,0
9.5,maryland,d_19890201,90.4,65.4,8.9,2.5,0,0,0,0,0,0,0
38.4,massachusetts,d_19890201,61.5,38,5.4,0.2,0,0,0,0,0,0,0
32.2,michigan,d_19890201,2.3,0.8,0,0,0,65.6,47.8,12.4,6,1.4,0
23.9,minnesota,d_19890201,51.5,41.3,22.4,14.5,5.5,24.8,18.8,11.3,6.7,1.6,0
38.5,mississippi,d_19890201,0,0,0,0,0,61.5,39.5,9.3,3.4,0.7,0
30.9,missouri,d_19890201,41.4,34.9,24.6,18.4,10.5,27.9,17.3,10.2,7.3,2,0
15.3,montana,d_19890201,84.6,65.4,33.7,17.5,5.8,0,0,0,0,0,0
39.7,nebraska,d_19890201,56.2,40.7,14.8,5.1,1.3,4.1,0.3,0,0,0,0
41,nevada,d_19890201,58.4,37.7,7,1.3,0.3,0.6,0,0,0,0,0
38.1,new-hampshire,d_19890201,59.4,37.5,14,1.1,0,2.5,0,0,0,0,0
18.2,new-jersey,d_19890201,81.8,54.9,9.5,2.7,0,0,0,0,0,0,0
35.1,new-mexico,d_19890201,3.2,1.9,0.8,0.3,0,61.7,38,13.2,4.8,1.2,0
27,new-york,d_19890201,72.3,49.6,16.7,3.6,0,0.7,0.1,0,0,0,0
30.4,north-carolina,d_19890201,68.5,48.2,24.4,11.3,3.3,1.1,0.3,0,0,0,0
11.7,north-dakota,d_19890201,88.3,78.6,54.9,39.9,23.4,0,0,0,0,0,0
67.4,ohio,d_19890201,31,12.5,0.7,0,0,1.5,0.5,0,0,0,0
78,oklahoma,d_19890201,14.3,8.4,2.4,0.4,0,7.6,1.3,0,0,0,0
60,oregon,d_19890201,39.3,10.7,0.1,0,0,0.6,0,0,0,0,0
18.2,rhode-island,d_19890201,81.8,55.6,11.5,0,0,0,0,0,0,0,0
14.9,south-carolina,d_19890201,85.1,65,25.3,9.8,3.3,0,0,0,0,0,0
15.5,south-dakota,d_19890201,84.4,68,30.5,14,5.5,0,0,0,0,0,0
23.2,tennessee,d_19890201,4.4,2.3,0.3,0,0,72.4,59.4,38.2,26.2,14.6,0
56,texas,d_19890201,24.6,14.4,4.3,1.7,0.1,19.4,8.4,0.2,0,0,0
19.6,utah,d_19890201,80.4,58.6,19,7.6,2.2,0,0,0,0,0,0
22,vermont,d_19890201,78,54.1,10.6,0.3,0,0,0,0,0,0,0
14.8,virginia,d_19890201,85.2,62.1,22.8,8.7,1.6,0,0,0,0,0,0
34.1,washington,d_19890201,65.9,31.3,3.4,0,0,0,0,0,0,0,0
35.4,west-virginia,d_19890201,62.2,42.2,9.7,4.9,0.2,2.6,0.3,0,0,0,0
43.6,wisconsin,d_19890201,55.7,35,10.6,3.1,0,0.8,0.1,0,0,0,0
5.7,wyoming,d_19890201,94.2,86,62.9,41.1,18.7,0,0,0,0,0,0
29,alabama,d_19890301,9.1,4.7,1.2,0.1,0,62,42.6,23.2,4.4,0,0
58.9,arizona,d_19890301,30.4,13,1.8,0.4,0,10.8,5.6,1.4,0.2,0,0
0.6,arkansas,d_19890301,0,0,0,0,0,99.4,95.9,68.7,48.1,19.3,0
44,california,d_19890301,55.5,31.9,5.7,0.7,0.1,0.5,0,0,0,0,0
44.8,colorado,d_19890301,51.2,28.4,6.4,1.7,0.2,4,0.8,0,0,0,0
96.5,connecticut,d_19890301,3.5,0,0,0,0,0,0,0,0,0,0
100,delaware,d_19890301,0,0,0,0,0,0,0,0,0,0,0
98.7,district-of-columbia,d_19890301,1.3,0,0,0,0,0,0,0,0,0,0
45.7,florida,d_19890301,42.9,31.7,13.5,4.9,0.6,11.4,5.2,0,0,0,0
20.8,georgia,d_19890301,76.8,57.2,15.1,2.1,0,2.5,0.2,0,0,0,0
72,idaho,d_19890301,17.1,7.8,1.6,0.4,0,10.9,3.2,0,0,0,0
27.2,illinois,d_19890301,53.1,44.4,22.7,11.5,0.8,19.6,15,10.3,6.8,0.9,0
48.8,indiana,d_19890301,8.7,0.5,0,0,0,42.5,31.8,15,7.6,0.5,0
18.8,iowa,d_19890301,75.9,61.1,21.5,4.5,0,5.3,0.6,0,0,0,0
19.8,kansas,d_19890301,77.9,58.3,30.3,19.8,5.9,2.3,0.5,0,0,0,0
4,kentucky,d_19890301,0,0,0,0,0,96,91.1,75.8,60.6,40.3,0
33.7,louisiana,d_19890301,16,4.7,0.2,0,0,50.4,33.1,5.1,0.7,0,0
68.3,maine,d_19890301,29.8,11,0,0,0,1.8,0.1,0,0,0,0
86.9,maryland,d_19890301,8.8,2.6,0,0,0,4.3,1.5,0,0,0,0
60.7,massachusetts,d_19890301,39.3,11.6,0,0,0,0,0,0,0,0,0
6,michigan,d_19890301,0.4,0,0,0,0,93.6,79.7,51.8,23.4,6.3,0
38.9,minnesota,d_19890301,19.5,9.4,0.6,0,0,41.6,31.1,17.2,9.8,3.4,0
12.5,mississippi,d_19890301,0,0,0,0,0,87.5,64,18.4,7.5,2.6,0
17.8,missouri,d_19890301,34.9,28.2,16.1,9.4,3.6,47.3,35.8,14.5,10.7,7.7,0
51.9,montana,d_19890301,44.7,22.5,5.9,0.8,0,3.3,0.2,0,0,0,0
49.2,nebraska,d_19890301,43.8,31.9,9.6,3.6,0.5,6.9,0.1,0,0,0,0
40.7,nevada,d_19890301,50,35.4,13.8,4,0.2,9.3,3.8,0,0,0,0
55.9,new-hampshire,d_19890301,36.1,23.5,0.3,0,0,7.9,1.1,0,0,0,0
70.6,new-jersey,d_19890301,29.4,9,0,0,0,0,0,0,0,0,0
51.4,new-mexico,d_19890301,5.8,2.6,1.2,0.8,0.2,42.6,24.2,3,0.3,0,0
60.7,new-york,d_19890301,35.4,11.5,0.2,0,0,3.9,0.8,0,0,0,0
48.7,north-carolina,d_19890301,42.9,29.9,4,0.1,0,8.4,1.4,0,0,0,0
29.3,north-dakota,d_19890301,67.1,56.7,39.3,22.9,4.8,3.6,1.1,0,0,0,0
51.4,ohio,d_19890301,2.8,0,0,0,0,45.8,21.6,1.5,0.2,0,0
53.3,oklahoma,d_19890301,6.4,1.4,0,0,0,40.3,18.4,0.6,0.2,0,0
76.1,oregon,d_19890301,8.8,1.6,0,0,0,15.2,2.8,0,0,0,0
39,rhode-island,d_19890301,61,22.3,0,0,0,0,0,0,0,0,0
40.7,south-carolina,d_19890301,59.3,28.9,3.1,0.1,0,0,0,0,0,0,0
31,south-dakota,d_19890301,61.3,46.9,26.5,17.2,3.7,7.7,3.5,0,0,0,0
11.1,tennessee,d_19890301,0.7,0.3,0,0,0,88.3,77.6,58.7,44.2,32.2,0
51.1,texas,d_19890301,24.2,12.3,3.3,1,0,24.7,12.3,2,0.7,0,0
15.8,utah,d_19890301,84.3,61.7,20.4,9.9,2.2,0,0,0,0,0,0
59.2,vermont,d_19890301,40.7,18.8,0.1,0,0,0.2,0,0,0,0,0
52.7,virginia,d_19890301,45.5,25.9,5,1.2,0,1.7,0,0,0,0,0
70.2,washington,d_19890301,28.7,7.1,0,0,0,1,0,0,0,0,0
59.9,west-virginia,d_19890301,12.6,4.7,0,0,0,27.4,14.1,1.4,0.1,0,0
64.9,wisconsin,d_19890301,17.8,4.3,0,0,0,17.3,6.3,0,0,0,0
17,wyoming,d_19890301,81.7,68.3,38.1,21.5,9,1.3,0.6,0,0,0,0
44.6,alabama,d_19890401,9.9,5.6,0.4,0,0,45.6,29.6,9.2,0.5,0,0
55.6,arizona,d_19890401,36.5,15,1,0,0,7.7,4,0.3,0,0,0
15.9,arkansas,d_19890401,0,0,0,0,0,84.1,68.8,29.4,11.9,0.9,0
40,california,d_19890401,59.7,43.3,9.3,1.9,0.2,0.4,0,0,0,0,0
37.8,colorado,d_19890401,61.2,41,18.3,10.6,4.2,1,0.2,0,0,0,0
10.1,connecticut,d_19890401,89.9,50.7,0,0,0,0,0,0,0,0,0
91.5,delaware,d_19890401,5,0,0,0,0,3.6,0,0,0,0,0
100,district-of-columbia,d_19890401,0,0,0,0,0,0,0,0,0,0,0
44,florida,d_19890401,42.7,24.4,11.8,6.4,1.8,13.2,4.6,0.1,0,0,0
47.9,georgia,d_19890401,49.5,25.3,4.4,0.8,0,2.6,0.3,0,0,0,0
72.6,idaho,d_19890401,19.8,7.3,0.9,0.2,0,7.7,1.2,0,0,0,0
34.7,illinois,d_19890401,46.9,30.1,3,0.5,0,18.5,10.9,4.2,1.5,0,0
53.5,indiana,d_19890401,1.9,0,0,0,0,44.6,36.3,13.5,0.8,0,0
31.8,iowa,d_19890401,64.6,48.4,17.2,6.9,0,3.7,0.2,0,0,0,0
5.5,kansas,d_19890401,94.4,89.5,70.2,57.6,42.4,0,0,0,0,0,0
1.3,kentucky,d_19890401,0,0,0,0,0,98.7,92.4,68.5,48.8,25.3,0
58.2,louisiana,d_19890401,21,13.5,0.2,0,0,20.8,2.6,0,0,0,0
52.3,maine,d_19890401,46.5,18.9,0.7,0,0,1.2,0.2,0,0,0,0
67.3,maryland,d_19890401,26.2,15.2,3.5,0,0,6.5,2.5,0,0,0,0
2.2,massachusetts,d_19890401,97.8,74.6,19,0.8,0,0,0,0,0,0,0
15.4,michigan,d_19890401,1.2,0.2,0,0,0,83.5,70.6,33.8,18.7,6.5,0
45.6,minnesota,d_19890401,3,1.2,0,0,0,51.3,39.2,21.1,14.8,4.9,0
40,mississippi,d_19890401,0,0,0,0,0,60,31,2.7,0.4,0,0
41.9,missouri,d_19890401,41.2,34.3,18.8,12.6,4,17,11.4,8.7,5.5,1.7,0
51.9,montana,d_19890401,9.1,3.4,0.6,0.1,0,38.9,24.1,6.1,1.1,0,0
10,nebraska,d_19890401,90,73.5,45.8,33.5,17.8,0,0,0,0,0,0
32,nevada,d_19890401,61.9,44.2,20.1,7.5,1.4,6.1,2.3,0,0,0,0
18.6,new-hampshire,d_19890401,77.8,63.4,13.6,0,0,3.6,0.4,0,0,0,0
34.3,new-jersey,d_19890401,65.8,28.2,4.1,0.2,0,0,0,0,0,0,0
63.2,new-mexico,d_19890401,20.5,9.7,1.3,0.6,0,16.4,4.5,0.5,0.1,0,0
27.7,new-york,d_19890401,70.6,56,26.2,10.3,1.9,1.7,0,0,0,0,0
45,north-carolina,d_19890401,17.4,7.1,1.4,0.2,0,37.6,18.2,0.1,0,0,0
55.2,north-dakota,d_19890401,32.2,18.1,3.7,0.1,0,12.7,7.7,0.3,0,0,0
43.3,ohio,d_19890401,5.6,1.6,0,0,0,51.2,35.5,10,0.5,0,0
72.2,oklahoma,d_19890401,23.6,12.7,3,0,0,4.2,1,0.2,0,0,0
58.4,oregon,d_19890401,9.9,2.8,0,0,0,31.8,7.6,0,0,0,0
3.7,rhode-island,d_19890401,96.2,74.1,21.4,0,0,0,0,0,0,0,0
81.3,south-carolina,d_19890401,12.5,4.2,0.1,0,0,6.2,0.1,0,0,0,0
45.8,south-dakota,d_19890401,28.6,12.8,6.4,4.3,0.1,25.7,18.1,3.6,0.4,0,0
15.8,tennessee,d_19890401,0.3,0.1,0,0,0,83.8,73.7,49,37.1,8.4,0
47.3,texas,d_19890401,47.5,27.4,5.2,2.2,0,5.2,2.4,1.1,0.6,0,0
10,utah,d_19890401,90,69.7,24.6,8.9,0.8,0,0,0,0,0,0
35.4,vermont,d_19890401,64.6,26.3,3.5,0,0,0,0,0,0,0,0
46.5,virginia,d_19890401,43.6,27.4,3.8,0.3,0,9.9,4.3,0,0,0,0
82.3,washington,d_19890401,16.9,2,0,0,0,0.7,0,0,0,0,0
47.8,west-virginia,d_19890401,10.3,5.8,0,0,0,41.9,28.6,3.6,0.3,0,0
66.4,wisconsin,d_19890401,16.3,4.5,0,0,0,17.3,5.7,0,0,0,0
20.1,wyoming,d_19890401,76.6,63.8,40.8,28.9,11.2,3.3,1.3,0,0,0,0
42,alabama,d_19890501,5.2,0.6,0,0,0,52.8,36.2,10.2,0.9,0,0
18.5,arizona,d_19890501,80,59.6,19.1,6.8,2,1.4,0.2,0,0,0,0
5.9,arkansas,d_19890501,0,0,0,0,0,94,83.7,39,18.3,1.9,0
28.2,california,d_19890501,71.4,57.2,16.7,5.9,0.7,0.4,0,0,0,0,0
32,colorado,d_19890501,67.4,44.3,15.4,9.1,5.6,0.4,0.1,0,0,0,0
69.2,connecticut,d_19890501,0,0,0,0,0,30.8,11,0.3,0,0,0
55.7,delaware,d_19890501,0,0,0,0,0,44.4,24.2,0,0,0,0
0,district-of-columbia,d_19890501,0,0,0,0,0,100,0,0,0,0,0
44.7,florida,d_19890501,51.2,38.4,25.7,22.6,13.5,4.1,0.9,0,0,0,0
48,georgia,d_19890501,47.8,23.5,1.7,0,0,4.3,0.5,0,0,0,0
80,idaho,d_19890501,14.1,3.1,0.2,0,0,5.7,0.3,0,0,0,0
28.3,illinois,d_19890501,43.6,35.6,10.9,1.1,0,28.1,18.7,4.2,0.1,0,0
34.5,indiana,d_19890501,0,0,0,0,0,65.5,47.2,18,1.4,0,0
4.6,iowa,d_19890501,95.4,77.7,34.6,9,0.3,0,0,0,0,0,0
23.9,kansas,d_19890501,74.1,65.7,49.7,39.6,26.8,2.1,0.3,0,0,0,0
0,kentucky,d_19890501,0,0,0,0,0,100,99.4,73.7,49.2,18.3,0
29.9,louisiana,d_19890501,24.1,17.1,6,2.3,0,46.1,35,7.8,1.4,0,0
70.5,maine,d_19890501,27.2,10.6,2.4,0.2,0,2.3,0.1,0,0,0,0
49.4,maryland,d_19890501,0,0,0,0,0,50.5,17.6,1,0,0,0
65.9,massachusetts,d_19890501,34,12.4,0,0,0,0,0,0,0,0,0
28.5,michigan,d_19890501,0.2,0,0,0,0,71.4,58,27.1,16.6,1.2,0
60.4,minnesota,d_19890501,16.3,7,0,0,0,23.4,6.9,0,0,0,0
15.2,mississippi,d_19890501,1.4,0,0,0,0,83.5,62.2,12.8,1.3,0,0
39.8,missouri,d_19890501,43.6,35.3,19.3,10.7,3.4,16.6,10.7,6.8,4,1.4,0
38.2,montana,d_19890501,2.5,0.6,0,0,0,59.2,40.7,17.7,4.7,0.4,0
0.5,nebraska,d_19890501,99.5,98.4,70.7,48.1,24.6,0,0,0,0,0,0
39.6,nevada,d_19890501,57.2,43,20.5,8.3,3.3,3.3,0.5,0,0,0,0
31.9,new-hampshire,d_19890501,68.2,24.7,0.2,0,0,0,0,0,0,0,0
64.7,new-jersey,d_19890501,0.2,0,0,0,0,35.1,2.7,0,0,0,0
39.6,new-mexico,d_19890501,59.8,27.8,5.7,2.2,0.4,0.6,0,0,0,0,0
53.4,new-york,d_19890501,39.6,12.8,0.7,0.1,0,7,5,2,0.3,0,0
42.1,north-carolina,d_19890501,10.9,3.9,0.1,0,0,47,31.9,7.8,0.1,0,0
69.6,north-dakota,d_19890501,17.2,6.8,0.6,0,0,13.1,1.7,0,0,0,0
21.4,ohio,d_19890501,0,0,0,0,0,78.6,58.3,30.7,15.9,1.3,0
79.3,oklahoma,d_19890501,3.6,0,0,0,0,17,6,0.3,0.1,0,0
53.2,oregon,d_19890501,7.5,1.7,0,0,0,39.3,12,0,0,0,0
82.6,rhode-island,d_19890501,17.5,1.9,0,0,0,0,0,0,0,0,0
69,south-carolina,d_19890501,22.9,3.9,0,0,0,8.1,0.3,0,0,0,0
39.3,south-dakota,d_19890501,52.7,37.7,16.8,5.1,0,8.1,1.6,0,0,0,0
9,tennessee,d_19890501,0,0,0,0,0,91,78.4,54.6,37.2,8.9,0
42.3,texas,d_19890501,40.6,19.5,3.3,0.9,0,17.1,10.3,3.4,1.2,0,0
6.7,utah,d_19890501,93.4,76.2,18.6,4.5,0,0,0,0,0,0,0
59.3,vermont,d_19890501,40.7,14.3,0.1,0,0,0,0,0,0,0,0
58,virginia,d_19890501,15.1,5.9,0.1,0,0,26.9,10.2,0.7,0,0,0
73.4,washington,d_19890501,8.3,0.7,0,0,0,18.3,1,0,0,0,0
24,west-virginia,d_19890501,2.4,0,0,0,0,73.5,57.3,23.5,7.5,0.5,0
64,wisconsin,d_19890501,17.1,10.4,0.6,0,0,18.8,5.5,0,0,0,0
32.1,wyoming,d_19890501,62.8,48.3,19.6,4.7,1.5,5.1,2.4,0.2,0,0,0
38.6,alabama,d_19890601,1.1,0,0,0,0,60.4,39.4,11.1,6,0.5,0
30.2,arizona,d_19890601,69.8,52.5,11.7,4.2,0.2,0.1,0,0,0,0,0
2.8,arkansas,d_19890601,0,0,0,0,0,97.2,89,62,35.9,6.4,0
30.7,california,d_19890601,69.1,52.5,14.3,4.3,1.5,0.2,0,0,0,0,0
30.4,colorado,d_19890601,68.2,44,12.8,3.8,0.3,1.3,0,0,0,0,0
2.1,connecticut,d_19890601,0,0,0,0,0,97.8,90.5,20.4,5.6,0,0
0.1,delaware,d_19890601,0,0,0,0,0,99.9,81.4,39.8,19.8,0,0
0,district-of-columbia,d_19890601,0,0,0,0,0,100,100,79.1,0,0,0
28.1,florida,d_19890601,68.2,54,22.7,12.9,5,3.8,1.5,0,0,0,0
54,georgia,d_19890601,36.2,20.9,6,0.5,0,9.8,6.4,1.3,0,0,0
87.8,idaho,d_19890601,8.2,1.3,0,0,0,4,0.4,0,0,0,0
32.9,illinois,d_19890601,42.4,32.7,6.5,0.6,0,24.8,17.6,3.3,0.7,0,0
35.4,indiana,d_19890601,0,0,0,0,0,64.6,44.5,24.4,2.4,0,0
0.4,iowa,d_19890601,99.5,94.2,63.3,42.4,14.8,0,0,0,0,0,0
37.3,kansas,d_19890601,47.5,36.7,18.5,10.4,1.7,15.2,10,0.1,0,0,0
0,kentucky,d_19890601,0,0,0,0,0,100.1,99.5,85.9,57.2,26.4,0
12.7,louisiana,d_19890601,16.9,13.9,6.8,4.9,1.3,70.4,64.9,48.5,31.8,13.4,0
55.8,maine,d_19890601,12.4,4.8,1.3,0,0,31.8,6.5,0,0,0,0
13.5,maryland,d_19890601,0,0,0,0,0,86.5,65.5,38.4,15.8,1,0
52,massachusetts,d_19890601,6.2,0,0,0,0,41.8,15.5,0,0,0,0
13.1,michigan,d_19890601,0,0,0,0,0,86.9,71.2,25.3,11.5,1.7,0
40.1,minnesota,d_19890601,44.6,30.3,9.2,3.8,0.2,15.4,3.3,0.5,0,0,0
11.7,mississippi,d_19890601,3.7,0.1,0,0,0,84.4,76.5,39.2,19.2,2.9,0
35.3,missouri,d_19890601,49.1,38.6,20.5,11.7,3.3,15.5,10.6,6.6,3.1,0.6,0
62.9,montana,d_19890601,7.6,2.6,0.2,0,0,29.6,11.6,1.2,0.1,0,0
0.6,nebraska,d_19890601,99.4,96.6,76.5,62.8,42.7,0,0,0,0,0,0
45.9,nevada,d_19890601,52,35.9,12.3,6.4,1.5,2,0,0,0,0,0
95.7,new-hampshire,d_19890601,0.1,0,0,0,0,4.2,0,0,0,0,0
2.6,new-jersey,d_19890601,0,0,0,0,0,97.4,75.5,9.8,0.7,0,0
16.3,new-mexico,d_19890601,83.7,71.9,30.1,9.4,1.2,0,0,0,0,0,0
60.8,new-york,d_19890601,2,0.4,0,0,0,37.2,22.3,8,3.1,1.2,0
32.6,north-carolina,d_19890601,7.4,1,0,0,0,60,47.2,29.8,17.8,9.4,0
40.4,north-dakota,d_19890601,58.6,26.4,4.4,0.5,0,0.9,0,0,0,0,0
7.7,ohio,d_19890601,0,0,0,0,0,92.3,86.2,52.8,25.9,6.5,0
54.7,oklahoma,d_19890601,0.7,0,0,0,0,44.7,23.6,2.9,0.5,0.2,0
61.3,oregon,d_19890601,8.8,2,0,0,0,29.9,7.4,0,0,0,0
58.9,rhode-island,d_19890601,0,0,0,0,0,41.1,9.3,0,0,0,0
57.2,south-carolina,d_19890601,36.9,21.7,4.5,0,0,5.9,0.8,0,0,0,0
19,south-dakota,d_19890601,81.1,66.2,47.4,33.6,15.4,0,0,0,0,0,0
2.4,tennessee,d_19890601,0,0,0,0,0,97.6,94.3,79.9,58.5,19.9,0
33.7,texas,d_19890601,43.5,30.4,8.4,1.8,0,22.7,17.5,9.6,4.9,1.4,0
10.2,utah,d_19890601,89.9,72.4,24.7,9.1,1,0,0,0,0,0,0
85,vermont,d_19890601,4.2,0.4,0,0,0,10.8,0.6,0,0,0,0
34.4,virginia,d_19890601,2.8,0.7,0,0,0,62.8,45.4,14.7,6.5,0.9,0
86.8,washington,d_19890601,12.5,1,0,0,0,0.6,0,0,0,0,0
25.8,west-virginia,d_19890601,0.3,0,0,0,0,73.8,64.2,41.2,18.5,1.5,0
44,wisconsin,d_19890601,54.3,32,17.7,11.3,4.3,1.8,0.7,0.1,0,0,0
36.2,wyoming,d_19890601,59,42.5,16.5,8,1.1,4.8,2.1,0,0,0,0
26.7,alabama,d_19890701,0.3,0,0,0,0,73.1,54.4,25.3,12,2.3,0
15.4,arizona,d_19890701,84.5,60.6,12.3,3.8,0.5,0,0,0,0,0,0
1.4,arkansas,d_19890701,0,0,0,0,0,98.6,94.3,76.8,55.5,27,0
34.2,california,d_19890701,64,43.1,11.1,2.8,1.5,1.9,0,0,0,0,0
50.1,colorado,d_19890701,46.1,22,2.5,0.7,0,3.7,0.5,0,0,0,0
0,connecticut,d_19890701,0,0,0,0,0,100.1,99.5,59.7,15,0,0
0,delaware,d_19890701,0,0,0,0,0,100,100,99.6,79,32.4,0
0,district-of-columbia,d_19890701,0,0,0,0,0,100,100,100,88.5,0,0
34,florida,d_19890701,59,45.9,19,7.7,1.2,6.9,1.9,0,0,0,0
51.9,georgia,d_19890701,26.5,18.5,4.9,1.3,0,21.6,11.4,3.9,0.4,0,0
86.6,idaho,d_19890701,1.3,0.1,0,0,0,12.1,2.2,0,0,0,0
41.4,illinois,d_19890701,34,24.7,2.3,0,0,24.5,15.3,5.3,1,0,0
33.1,indiana,d_19890701,0.3,0,0,0,0,66.6,54.5,34.9,19.4,3.9,0
9.5,iowa,d_19890701,90.4,74.8,33.6,16.4,4,0,0,0,0,0,0
52.3,kansas,d_19890701,31.3,17.5,3.9,0.6,0,16.3,9.3,1.9,0.1,0,0
0,kentucky,d_19890701,0,0,0,0,0,99.9,99.5,90.6,67,31.9,0
12,louisiana,d_19890701,14.5,8.9,4.6,1.7,0.5,73.5,67.8,51.8,36.5,19.8,0
64.3,maine,d_19890701,29.2,13.7,4.5,3,0.5,6.4,0,0,0,0,0
0,maryland,d_19890701,0,0,0,0,0,100,96.1,70.6,53.6,21.7,0
36.2,massachusetts,d_19890701,0,0,0,0,0,63.8,37.6,0.3,0,0,0
64,michigan,d_19890701,12.1,7.3,0.4,0,0,24,10.6,2.6,1.1,0.1,0
56.8,minnesota,d_19890701,35.3,15.7,3,0.9,0,7.8,2.4,0.8,0,0,0
13.8,mississippi,d_19890701,0.1,0,0,0,0,86.1,73.5,41.8,24.7,10.2,0
49.5,missouri,d_19890701,31.4,16.6,3.5,1.4,0,19.1,10.5,4.9,1.6,0.1,0
55,montana,d_19890701,6.4,1.5,0,0,0,38.6,16.3,1.5,0.4,0,0
9.1,nebraska,d_19890701,90.9,82.6,58.1,45.3,31.2,0,0,0,0,0,0
50.8,nevada,d_19890701,43.3,27.5,13.1,7.4,3.4,5.8,0.9,0,0,0,0
93.8,new-hampshire,d_19890701,1,0,0,0,0,5.2,0.9,0,0,0,0
2.7,new-jersey,d_19890701,0,0,0,0,0,97.3,88.3,54,30.1,8.6,0
34.7,new-mexico,d_19890701,64.2,38.5,8.1,1.2,0,1.2,0.1,0,0,0,0
60.5,new-york,d_19890701,10.5,4,0.4,0.1,0,29.2,13,3.9,2.8,2,0
29.2,north-carolina,d_19890701,3,1,0,0,0,67.8,53.8,36,23.7,5.3,0
40.8,north-dakota,d_19890701,58.9,35.2,5.1,0,0,0.2,0,0,0,0,0
